CODIGO_CLIENTE,IDADE,FAIXA_ETARIA,RENDA_TOTAL,CATEGORIA_RENDA,SCORE,QT_IMOVEIS,QT_CARROS,ULTIMO_SALARIO,TRABALHANDO_ATUALMENTE,capacidade_credito
8328,45,31 a 45,2200.0,Baixa,23,1,2,2200.0,0.0,890.0
8329,48,46 a 55,3900.0,Média-Baixa,28,0,0,3900.0,0.0,1450.0
8330,51,46 a 55,11500.0,Média-Alta,34,1,1,11500.0,0.0,3790.0
8331,53,46 a 55,3100.0,Média-Baixa,39,0,2,3100.0,0.0,1320.0
8332,55,46 a 55,9800.0,Média,45,1,0,6800.0,0.0,3390.0
8333,57,Maior que 55,1800.0,Baixa,12,0,0,1800.0,0.0,660.0
8334,62,Maior que 55,4800.0,Média-Baixa,18,0,1,4800.0,0.0,1620.0
8335,65,Maior que 55,2200.0,Baixa,23,1,2,2200.0,0.0,890.0
8336,19,Até 20,3900.0,Média-Baixa,28,0,0,3900.0,0.0,1450.0
8337,23,21 a 30,11500.0,Média-Alta,34,1,1,11500.0,0.0,3790.0
8338,25,21 a 30,3100.0,Média-Baixa,39,0,2,3100.0,0.0,1320.0
8339,27,21 a 30,9800.0,Média,45,1,0,6800.0,0.0,3390.0
8340,28,21 a 30,24400.0,Alta,50,2,1,22000.0,0.0,7820.0
8341,30,21 a 30,4500.0,Média-Baixa,56,0,2,4500.0,0.0,1910.0
8342,32,31 a 45,9800.0,Média,61,0,0,9800.0,0.0,3550.0
8343,35,31 a 45,15000.0,Média-Alta,67,2,1,15000.0,0.0,5170.0
8344,42,31 a 45,6100.0,Média,72,0,2,6100.0,0.0,2550.0
8345,45,31 a 45,9000.0,Média,78,1,0,9000.0,0.0,3480.0
8346,48,46 a 55,17500.0,Média-Alta,83,3,1,17500.0,0.0,6080.0
8347,51,46 a 55,17000.0,Média-Alta,89,1,2,13000.0,0.0,5990.0
8348,53,46 a 55,8500.0,Média,94,1,0,5300.0,0.0,3490.0
8349,55,46 a 55,18300.0,Média-Alta,98,3,1,18300.0,0.0,6470.0
8350,57,Maior que 55,1800.0,Baixa,12,0,0,1800.0,0.0,660.0
8351,62,Maior que 55,4800.0,Média-Baixa,18,0,1,4800.0,0.0,1620.0
8352,65,Maior que 55,2200.0,Baixa,23,1,2,2200.0,0.0,890.0
8353,19,Até 20,3900.0,Média-Baixa,28,0,0,3900.0,0.0,1450.0
8354,23,21 a 30,11500.0,Média-Alta,34,1,1,11500.0,0.0,3790.0
8355,25,21 a 30,3100.0,Média-Baixa,39,0,2,3100.0,0.0,1320.0
8356,27,21 a 30,9800.0,Média,45,1,0,6800.0,0.0,3390.0
8357,28,21 a 30,1800.0,Baixa,12,0,0,1800.0,0.0,660.0
8358,30,21 a 30,4800.0,Média-Baixa,18,0,1,4800.0,0.0,1620.0
8359,32,31 a 45,2200.0,Baixa,23,1,2,2200.0,0.0,890.0
8360,35,31 a 45,3900.0,Média-Baixa,28,0,0,3900.0,0.0,1450.0
8361,42,31 a 45,11500.0,Média-Alta,34,1,1,11500.0,0.0,3790.0
8362,45,31 a 45,3100.0,Média-Baixa,39,0,2,3100.0,0.0,1320.0
8363,48,46 a 55,9800.0,Média,45,1,0,6800.0,0.0,3390.0
8364,51,46 a 55,24400.0,Alta,50,2,1,22000.0,0.0,7820.0
8365,53,46 a 55,4500.0,Média-Baixa,56,0,2,4500.0,0.0,1910.0
8366,55,46 a 55,9800.0,Média,61,0,0,9800.0,0.0,3550.0
8367,57,Maior que 55,15000.0,Média-Alta,67,2,1,15000.0,0.0,5170.0
8368,62,Maior que 55,6100.0,Média,72,0,2,6100.0,0.0,2550.0
8369,65,Maior que 55,9000.0,Média,78,1,0,9000.0,0.0,3480.0
8370,19,Até 20,17500.0,Média-Alta,83,3,1,17500.0,0.0,6080.0
8371,23,21 a 30,17000.0,Média-Alta,89,1,2,13000.0,0.0,5990.0
8372,25,21 a 30,8500.0,Média,94,1,0,5300.0,0.0,3490.0
8373,27,21 a 30,18300.0,Média-Alta,98,3,1,18300.0,0.0,6470.0
8374,28,21 a 30,1800.0,Baixa,12,0,0,1800.0,0.0,660.0
8375,30,21 a 30,4800.0,Média-Baixa,18,0,1,4800.0,0.0,1620.0
8376,32,31 a 45,2200.0,Baixa,23,1,2,2200.0,0.0,890.0
8377,35,31 a 45,3900.0,Média-Baixa,28,0,0,3900.0,0.0,1450.0
8378,42,31 a 45,11500.0,Média-Alta,34,1,1,11500.0,0.0,3790.0
8379,45,31 a 45,3100.0,Média-Baixa,39,0,2,3100.0,0.0,1320.0
8380,48,46 a 55,9800.0,Média,45,1,0,6800.0,0.0,3390.0
8381,51,46 a 55,1800.0,Baixa,12,0,0,1800.0,0.0,660.0
8382,53,46 a 55,4800.0,Média-Baixa,18,0,1,4800.0,0.0,1620.0
8383,55,46 a 55,2200.0,Baixa,23,1,2,2200.0,0.0,890.0
8384,57,Maior que 55,3900.0,Média-Baixa,28,0,0,3900.0,0.0,1450.0
8385,62,Maior que 55,11500.0,Média-Alta,34,1,1,11500.0,0.0,3790.0
8386,65,Maior que 55,3100.0,Média-Baixa,39,0,2,3100.0,0.0,1320.0
8387,19,Até 20,9800.0,Média,45,1,0,6800.0,0.0,3390.0
8388,23,21 a 30,24400.0,Alta,50,2,1,22000.0,0.0,7820.0
8389,25,21 a 30,4500.0,Média-Baixa,56,0,2,4500.0,0.0,1910.0
8390,27,21 a 30,9800.0,Média,61,0,0,9800.0,0.0,3550.0
8391,28,21 a 30,15000.0,Média-Alta,67,2,1,15000.0,0.0,5170.0
8392,30,21 a 30,6100.0,Média,72,0,2,6100.0,0.0,2550.0
8393,32,31 a 45,9000.0,Média,78,1,0,9000.0,0.0,3480.0
8394,35,31 a 45,17500.0,Média-Alta,83,3,1,17500.0,0.0,6080.0
8395,42,31 a 45,17000.0,Média-Alta,89,1,2,13000.0,0.0,5990.0
8396,45,31 a 45,8500.0,Média,94,1,0,5300.0,0.0,3490.0
8397,48,46 a 55,18300.0,Média-Alta,98,3,1,18300.0,0.0,6470.0
8398,51,46 a 55,1800.0,Baixa,12,0,0,1800.0,0.0,660.0
8399,53,46 a 55,4800.0,Média-Baixa,18,0,1,4800.0,0.0,1620.0
8400,55,46 a 55,2200.0,Baixa,23,1,2,2200.0,0.0,890.0
8401,57,Maior que 55,3900.0,Média-Baixa,28,0,0,3900.0,0.0,1450.0
8402,62,Maior que 55,11500.0,Média-Alta,34,1,1,11500.0,0.0,3790.0
8403,65,Maior que 55,3100.0,Média-Baixa,39,0,2,3100.0,0.0,1320.0
8404,65,Maior que 55,9800.0,Média,45,1,0,6800.0,0.0,3390.0
8405,23,21 a 30,15000.0,Média-Alta,67,2,1,15000.0,0.0,5170.0
8406,28,21 a 30,6100.0,Média,72,0,2,6100.0,0.0,2550.0
8407,30,21 a 30,9000.0,Média,78,1,0,9000.0,0.0,3480.0
8408,32,31 a 45,17500.0,Média-Alta,83,3,1,17500.0,0.0,6080.0
8409,35,31 a 45,17000.0,Média-Alta,89,1,2,13000.0,0.0,5990.0
8410,42,31 a 45,8500.0,Média,94,1,0,5300.0,0.0,3490.0
8411,45,31 a 45,18300.0,Média-Alta,98,3,1,18300.0,0.0,6470.0
8412,48,46 a 55,1800.0,Baixa,12,0,0,1800.0,0.0,660.0
8413,51,46 a 55,4800.0,Média-Baixa,18,0,1,4800.0,0.0,1620.0
8414,53,46 a 55,2200.0,Baixa,23,1,2,2200.0,0.0,890.0
8415,55,46 a 55,3900.0,Média-Baixa,28,0,0,3900.0,0.0,1450.0
8416,57,Maior que 55,11500.0,Média-Alta,34,1,1,11500.0,0.0,3790.0
8417,62,Maior que 55,3100.0,Média-Baixa,39,0,2,3100.0,0.0,1320.0
8418,65,Maior que 55,9800.0,Média,45,1,0,6800.0,0.0,3390.0
8419,19,Até 20,1800.0,Baixa,12,0,0,1800.0,0.0,660.0
8420,23,21 a 30,4800.0,Média-Baixa,18,0,1,4800.0,0.0,1620.0
8421,25,21 a 30,2200.0,Baixa,23,1,2,2200.0,0.0,890.0
8422,27,21 a 30,3900.0,Média-Baixa,28,0,0,3900.0,0.0,1450.0
8423,28,21 a 30,11500.0,Média-Alta,34,1,1,11500.0,0.0,3790.0
8424,30,21 a 30,3100.0,Média-Baixa,39,0,2,3100.0,0.0,1320.0
8425,32,31 a 45,9800.0,Média,45,1,0,6800.0,0.0,3390.0
8426,35,31 a 45,24400.0,Alta,50,2,1,22000.0,0.0,7820.0
8427,42,31 a 45,4500.0,Média-Baixa,56,0,2,4500.0,0.0,1910.0
8428,45,31 a 45,9800.0,Média,61,0,0,9800.0,0.0,3550.0
8429,48,46 a 55,15000.0,Média-Alta,67,2,1,15000.0,0.0,5170.0
8430,51,46 a 55,6100.0,Média,72,0,2,6100.0,0.0,2550.0
8431,53,46 a 55,9000.0,Média,78,1,0,9000.0,0.0,3480.0
8432,55,46 a 55,17500.0,Média-Alta,83,3,1,17500.0,0.0,6080.0
8433,57,Maior que 55,17000.0,Média-Alta,89,1,2,13000.0,0.0,5990.0
8434,62,Maior que 55,8500.0,Média,94,1,0,5300.0,0.0,3490.0
8435,65,Maior que 55,18300.0,Média-Alta,98,3,1,18300.0,0.0,6470.0
8436,19,Até 20,1800.0,Baixa,12,0,0,1800.0,0.0,660.0
8437,23,21 a 30,15000.0,Média-Alta,67,2,1,15000.0,0.0,5170.0
8438,25,21 a 30,6100.0,Média,72,0,2,6100.0,0.0,2550.0
8439,27,21 a 30,9000.0,Média,78,1,0,9000.0,0.0,3480.0
8440,28,21 a 30,17500.0,Média-Alta,83,3,1,17500.0,0.0,6080.0
8441,30,21 a 30,17000.0,Média-Alta,89,1,2,13000.0,0.0,5990.0
8442,32,31 a 45,8500.0,Média,94,1,0,5300.0,0.0,3490.0
8443,35,31 a 45,18300.0,Média-Alta,98,3,1,18300.0,0.0,6470.0
8444,42,31 a 45,1800.0,Baixa,12,0,0,1800.0,0.0,660.0
8445,45,31 a 45,4800.0,Média-Baixa,18,0,1,4800.0,0.0,1620.0
8446,48,46 a 55,2200.0,Baixa,23,1,2,2200.0,0.0,890.0
8447,51,46 a 55,3900.0,Média-Baixa,28,0,0,3900.0,0.0,1450.0
8448,53,46 a 55,11500.0,Média-Alta,34,1,1,11500.0,0.0,3790.0
8449,55,46 a 55,3100.0,Média-Baixa,39,0,2,3100.0,0.0,1320.0
8450,57,Maior que 55,9800.0,Média,45,1,0,6800.0,0.0,3390.0
8451,62,Maior que 55,1800.0,Baixa,12,0,0,1800.0,0.0,660.0
8452,65,Maior que 55,4800.0,Média-Baixa,18,0,1,4800.0,0.0,1620.0
8453,19,Até 20,2200.0,Baixa,23,1,2,2200.0,0.0,890.0
8454,23,21 a 30,3900.0,Média-Baixa,28,0,0,3900.0,0.0,1450.0
8455,25,21 a 30,11500.0,Média-Alta,34,1,1,11500.0,0.0,3790.0
8456,27,21 a 30,3100.0,Média-Baixa,39,0,2,3100.0,0.0,1320.0
8457,28,21 a 30,9800.0,Média,45,1,0,6800.0,0.0,3390.0
8458,30,21 a 30,24400.0,Alta,50,2,1,22000.0,0.0,7820.0
8459,32,31 a 45,4500.0,Média-Baixa,56,0,2,4500.0,0.0,1910.0
8460,35,31 a 45,9800.0,Média,61,0,0,9800.0,0.0,3550.0
8461,42,31 a 45,15000.0,Média-Alta,67,2,1,15000.0,0.0,5170.0
8462,45,31 a 45,6100.0,Média,72,0,2,6100.0,0.0,2550.0
8463,48,46 a 55,9000.0,Média,78,1,0,9000.0,0.0,3480.0
8464,51,46 a 55,17500.0,Média-Alta,83,3,1,17500.0,0.0,6080.0
8465,53,46 a 55,17000.0,Média-Alta,89,1,2,13000.0,0.0,5990.0
8466,55,46 a 55,8500.0,Média,94,1,0,5300.0,0.0,3490.0
8467,57,Maior que 55,18300.0,Média-Alta,98,3,1,18300.0,0.0,6470.0
8468,62,Maior que 55,1800.0,Baixa,12,0,0,1800.0,0.0,660.0
8469,65,Maior que 55,15000.0,Média-Alta,67,2,1,15000.0,0.0,5170.0
8470,19,Até 20,6100.0,Média,72,0,2,6100.0,0.0,2550.0
8471,23,21 a 30,9000.0,Média,78,1,0,9000.0,0.0,3480.0
8472,25,21 a 30,17500.0,Média-Alta,83,3,1,17500.0,0.0,6080.0
8473,27,21 a 30,17000.0,Média-Alta,89,1,2,13000.0,0.0,5990.0
8474,28,21 a 30,8500.0,Média,94,1,0,5300.0,0.0,3490.0
8475,30,21 a 30,18300.0,Média-Alta,98,3,1,18300.0,0.0,6470.0
8476,32,31 a 45,1800.0,Baixa,12,0,0,1800.0,0.0,660.0
8477,35,31 a 45,4800.0,Média-Baixa,18,0,1,4800.0,0.0,1620.0
8478,42,31 a 45,2200.0,Baixa,23,1,2,2200.0,0.0,890.0
8479,45,31 a 45,3900.0,Média-Baixa,28,0,0,3900.0,0.0,1450.0
8480,48,46 a 55,11500.0,Média-Alta,34,1,1,11500.0,0.0,3790.0
8481,51,46 a 55,3100.0,Média-Baixa,39,0,2,3100.0,0.0,1320.0
8482,23,21 a 30,9800.0,Média,45,1,0,6800.0,0.0,3390.0
8483,28,21 a 30,1800.0,Baixa,12,0,0,1800.0,0.0,660.0
8484,30,21 a 30,4800.0,Média-Baixa,18,0,1,4800.0,0.0,1620.0
8485,32,31 a 45,2200.0,Baixa,23,1,2,2200.0,0.0,890.0
8486,35,31 a 45,3900.0,Média-Baixa,28,0,0,3900.0,0.0,1450.0
8487,42,31 a 45,11500.0,Média-Alta,34,1,1,11500.0,0.0,3790.0
8488,45,31 a 45,3100.0,Média-Baixa,39,0,2,3100.0,0.0,1320.0
8489,48,46 a 55,9800.0,Média,45,1,0,6800.0,0.0,3390.0
8490,51,46 a 55,24400.0,Alta,50,2,1,22000.0,0.0,7820.0
8491,53,46 a 55,4500.0,Média-Baixa,56,0,2,4500.0,0.0,1910.0
8492,55,46 a 55,9800.0,Média,61,0,0,9800.0,0.0,3550.0
8493,57,Maior que 55,15000.0,Média-Alta,67,2,1,15000.0,0.0,5170.0
8494,62,Maior que 55,6100.0,Média,72,0,2,6100.0,0.0,2550.0
8495,65,Maior que 55,9000.0,Média,78,1,0,9000.0,0.0,3480.0
8496,19,Até 20,17500.0,Média-Alta,83,3,1,17500.0,0.0,6080.0
8497,23,21 a 30,17000.0,Média-Alta,89,1,2,13000.0,0.0,5990.0
8498,25,21 a 30,8500.0,Média,94,1,0,5300.0,0.0,3490.0
8499,27,21 a 30,18300.0,Média-Alta,98,3,1,18300.0,0.0,6470.0
8500,28,21 a 30,1800.0,Baixa,12,0,0,1800.0,0.0,660.0
8501,30,21 a 30,1800.0,Baixa,12,0,0,1800.0,0.0,660.0
8502,32,31 a 45,4800.0,Média-Baixa,18,0,1,4800.0,0.0,1620.0
8503,35,31 a 45,2200.0,Baixa,23,1,2,2200.0,0.0,890.0
8504,42,31 a 45,3900.0,Média-Baixa,28,0,0,3900.0,0.0,1450.0
8505,45,31 a 45,11500.0,Média-Alta,34,1,1,11500.0,0.0,3790.0
8506,48,46 a 55,3100.0,Média-Baixa,39,0,2,3100.0,0.0,1320.0
8507,51,46 a 55,9800.0,Média,45,1,0,6800.0,0.0,3390.0
8508,53,46 a 55,24400.0,Alta,50,2,1,22000.0,0.0,7820.0
8509,55,46 a 55,4500.0,Média-Baixa,56,0,2,4500.0,0.0,1910.0
8510,57,Maior que 55,9800.0,Média,61,0,0,9800.0,0.0,3550.0
8511,62,Maior que 55,15000.0,Média-Alta,67,2,1,15000.0,0.0,5170.0
8512,65,Maior que 55,6100.0,Média,72,0,2,6100.0,0.0,2550.0
8513,19,Até 20,9000.0,Média,78,1,0,9000.0,0.0,3480.0
8514,23,21 a 30,17500.0,Média-Alta,83,3,1,17500.0,0.0,6080.0
8515,25,21 a 30,17000.0,Média-Alta,89,1,2,13000.0,0.0,5990.0
8516,27,21 a 30,8500.0,Média,94,1,0,5300.0,0.0,3490.0
8517,28,21 a 30,18300.0,Média-Alta,98,3,1,18300.0,0.0,6470.0
8518,30,21 a 30,1800.0,Baixa,12,0,0,1800.0,0.0,660.0
8519,32,31 a 45,4800.0,Média-Baixa,18,0,1,4800.0,0.0,1620.0
8520,35,31 a 45,2200.0,Baixa,23,1,2,2200.0,0.0,890.0
8521,42,31 a 45,3900.0,Média-Baixa,28,0,0,3900.0,0.0,1450.0
8522,45,31 a 45,11500.0,Média-Alta,34,1,1,11500.0,0.0,3790.0
8523,48,46 a 55,3100.0,Média-Baixa,39,0,2,3100.0,0.0,1320.0
8524,51,46 a 55,1800.0,Baixa,12,0,0,1800.0,0.0,660.0
8525,53,46 a 55,4800.0,Média-Baixa,18,0,1,4800.0,0.0,1620.0
8526,55,46 a 55,2200.0,Baixa,23,1,2,2200.0,0.0,890.0
8527,57,Maior que 55,3900.0,Média-Baixa,28,0,0,3900.0,0.0,1450.0
8528,62,Maior que 55,11500.0,Média-Alta,34,1,1,11500.0,0.0,3790.0
8529,65,Maior que 55,3100.0,Média-Baixa,39,0,2,3100.0,0.0,1320.0
8530,19,Até 20,9800.0,Média,45,1,0,6800.0,0.0,3390.0
8531,23,21 a 30,24400.0,Alta,50,2,1,22000.0,0.0,7820.0
8532,25,21 a 30,4500.0,Média-Baixa,56,0,2,4500.0,0.0,1910.0
8533,27,21 a 30,9800.0,Média,61,0,0,9800.0,0.0,3550.0
8534,28,21 a 30,15000.0,Média-Alta,67,2,1,15000.0,0.0,5170.0
8535,30,21 a 30,6100.0,Média,72,0,2,6100.0,0.0,2550.0
8536,32,31 a 45,9000.0,Média,78,1,0,9000.0,0.0,3480.0
8537,35,31 a 45,17500.0,Média-Alta,83,3,1,17500.0,0.0,6080.0
8538,42,31 a 45,17000.0,Média-Alta,89,1,2,13000.0,0.0,5990.0
8539,45,31 a 45,8500.0,Média,94,1,0,5300.0,0.0,3490.0
8540,48,46 a 55,18300.0,Média-Alta,98,3,1,18300.0,0.0,6470.0
8541,51,46 a 55,1800.0,Baixa,12,0,0,1800.0,0.0,660.0
8542,53,46 a 55,4800.0,Média-Baixa,18,0,1,4800.0,0.0,1620.0
8543,55,46 a 55,2200.0,Baixa,23,1,2,2200.0,0.0,890.0
8544,57,Maior que 55,3900.0,Média-Baixa,28,0,0,3900.0,0.0,1450.0
8545,62,Maior que 55,11500.0,Média-Alta,34,1,1,11500.0,0.0,3790.0
8546,65,Maior que 55,3100.0,Média-Baixa,39,0,2,3100.0,0.0,1320.0
8547,19,Até 20,1800.0,Baixa,12,0,0,1800.0,0.0,660.0
8548,23,21 a 30,4800.0,Média-Baixa,18,0,1,4800.0,0.0,1620.0
8549,25,21 a 30,2200.0,Baixa,23,1,2,2200.0,0.0,890.0
8550,27,21 a 30,3900.0,Média-Baixa,28,0,0,3900.0,0.0,1450.0
8551,28,21 a 30,11500.0,Média-Alta,34,1,1,11500.0,0.0,3790.0
8552,30,21 a 30,3100.0,Média-Baixa,39,0,2,3100.0,0.0,1320.0
8553,32,31 a 45,9800.0,Média,45,1,0,6800.0,0.0,3390.0
8554,35,31 a 45,24400.0,Alta,50,2,1,22000.0,0.0,7820.0
8555,42,31 a 45,4500.0,Média-Baixa,56,0,2,4500.0,0.0,1910.0
8556,45,31 a 45,9800.0,Média,61,0,0,9800.0,0.0,3550.0
8557,48,46 a 55,15000.0,Média-Alta,67,2,1,15000.0,0.0,5170.0
8558,51,46 a 55,6100.0,Média,72,0,2,6100.0,0.0,2550.0
8559,23,21 a 30,9000.0,Média,78,1,0,9000.0,0.0,3480.0
8560,28,21 a 30,17500.0,Média-Alta,83,3,1,17500.0,0.0,6080.0
8561,30,21 a 30,17000.0,Média-Alta,89,1,2,13000.0,0.0,5990.0
8562,32,31 a 45,8500.0,Média,94,1,0,5300.0,0.0,3490.0
8563,35,31 a 45,18300.0,Média-Alta,98,3,1,18300.0,0.0,6470.0
8564,42,31 a 45,1800.0,Baixa,12,0,0,1800.0,0.0,660.0
8565,45,31 a 45,4800.0,Média-Baixa,18,0,1,4800.0,0.0,1620.0
8566,48,46 a 55,2200.0,Baixa,23,1,2,2200.0,0.0,890.0
8567,51,46 a 55,3900.0,Média-Baixa,28,0,0,3900.0,0.0,1450.0
8568,53,46 a 55,11500.0,Média-Alta,34,1,1,11500.0,0.0,3790.0
8569,55,46 a 55,3100.0,Média-Baixa,39,0,2,3100.0,0.0,1320.0
8570,57,Maior que 55,1800.0,Baixa,12,0,0,1800.0,0.0,660.0
8571,62,Maior que 55,4800.0,Média-Baixa,18,0,1,4800.0,0.0,1620.0
8572,65,Maior que 55,2200.0,Baixa,23,1,2,2200.0,0.0,890.0
8573,19,Até 20,3900.0,Média-Baixa,28,0,0,3900.0,0.0,1450.0
8574,23,21 a 30,11500.0,Média-Alta,34,1,1,11500.0,0.0,3790.0
8575,25,21 a 30,3100.0,Média-Baixa,39,0,2,3100.0,0.0,1320.0
8576,27,21 a 30,9800.0,Média,45,1,0,6800.0,0.0,3390.0
8577,28,21 a 30,24400.0,Alta,50,2,1,22000.0,0.0,7820.0
8578,30,21 a 30,4500.0,Média-Baixa,56,0,2,4500.0,0.0,1910.0
8579,32,31 a 45,9800.0,Média,61,0,0,9800.0,0.0,3550.0
8580,35,31 a 45,15000.0,Média-Alta,67,2,1,15000.0,0.0,5170.0
8581,42,31 a 45,6100.0,Média,72,0,2,6100.0,0.0,2550.0
8582,45,31 a 45,9000.0,Média,78,1,0,9000.0,0.0,3480.0
8583,48,46 a 55,17500.0,Média-Alta,83,3,1,17500.0,0.0,6080.0
8584,51,46 a 55,17000.0,Média-Alta,89,1,2,13000.0,0.0,5990.0
8585,53,46 a 55,8500.0,Média,94,1,0,5300.0,0.0,3490.0
8586,55,46 a 55,18300.0,Média-Alta,98,3,1,18300.0,0.0,6470.0
8587,57,Maior que 55,1800.0,Baixa,12,0,0,1800.0,0.0,660.0
8588,62,Maior que 55,4800.0,Média-Baixa,18,0,1,4800.0,0.0,1620.0
8589,65,Maior que 55,2200.0,Baixa,23,1,2,2200.0,0.0,890.0
8590,19,Até 20,3900.0,Média-Baixa,28,0,0,3900.0,0.0,1450.0
8591,23,21 a 30,11500.0,Média-Alta,34,1,1,11500.0,0.0,3790.0
8592,25,21 a 30,3100.0,Média-Baixa,39,0,2,3100.0,0.0,1320.0
8593,27,21 a 30,1800.0,Baixa,12,0,0,1800.0,0.0,660.0
8594,28,21 a 30,4800.0,Média-Baixa,18,0,1,4800.0,0.0,1620.0
8595,30,21 a 30,2200.0,Baixa,23,1,2,2200.0,0.0,890.0
8596,32,31 a 45,3900.0,Média-Baixa,28,0,0,3900.0,0.0,1450.0
8597,35,31 a 45,11500.0,Média-Alta,34,1,1,11500.0,0.0,3790.0
8598,42,31 a 45,3100.0,Média-Baixa,39,0,2,3100.0,0.0,1320.0
8599,45,31 a 45,9800.0,Média,45,1,0,6800.0,0.0,3390.0
8600,48,46 a 55,24400.0,Alta,50,2,1,22000.0,0.0,7820.0
8601,51,46 a 55,4500.0,Média-Baixa,56,0,2,4500.0,0.0,1910.0
8602,53,46 a 55,9800.0,Média,61,0,0,9800.0,0.0,3550.0
8603,55,46 a 55,15000.0,Média-Alta,67,2,1,15000.0,0.0,5170.0
8604,57,Maior que 55,6100.0,Média,72,0,2,6100.0,0.0,2550.0
8605,62,Maior que 55,9000.0,Média,78,1,0,9000.0,0.0,3480.0
8606,65,Maior que 55,17500.0,Média-Alta,83,3,1,17500.0,0.0,6080.0
8607,19,Até 20,17000.0,Média-Alta,89,1,2,13000.0,0.0,5990.0
8608,23,21 a 30,8500.0,Média,94,1,0,5300.0,0.0,3490.0
8609,25,21 a 30,18300.0,Média-Alta,98,3,1,18300.0,0.0,6470.0
8610,27,21 a 30,1800.0,Baixa,12,0,0,1800.0,0.0,660.0
8611,28,21 a 30,4800.0,Média-Baixa,18,0,1,4800.0,0.0,1620.0
8612,30,21 a 30,2200.0,Baixa,23,1,2,2200.0,0.0,890.0
8613,32,31 a 45,3900.0,Média-Baixa,28,0,0,3900.0,0.0,1450.0
8614,35,31 a 45,11500.0,Média-Alta,34,1,1,11500.0,0.0,3790.0
8615,42,31 a 45,3100.0,Média-Baixa,39,0,2,3100.0,0.0,1320.0
8616,45,31 a 45,1800.0,Baixa,12,0,0,1800.0,0.0,660.0
8617,48,46 a 55,4800.0,Média-Baixa,18,0,1,4800.0,0.0,1620.0
8618,51,46 a 55,2200.0,Baixa,23,1,2,2200.0,0.0,890.0
8619,53,46 a 55,3900.0,Média-Baixa,28,0,0,3900.0,0.0,1450.0
8620,55,46 a 55,11500.0,Média-Alta,34,1,1,11500.0,0.0,3790.0
8621,57,Maior que 55,3100.0,Média-Baixa,39,0,2,3100.0,0.0,1320.0
8622,62,Maior que 55,9800.0,Média,45,1,0,6800.0,0.0,3390.0
8623,65,Maior que 55,24400.0,Alta,50,2,1,22000.0,0.0,7820.0
8624,19,Até 20,4500.0,Média-Baixa,56,0,2,4500.0,0.0,1910.0
8625,23,21 a 30,9800.0,Média,61,0,0,9800.0,0.0,3550.0
8626,25,21 a 30,15000.0,Média-Alta,67,2,1,15000.0,0.0,5170.0
8627,27,21 a 30,6100.0,Média,72,0,2,6100.0,0.0,2550.0
8628,28,21 a 30,9000.0,Média,78,1,0,9000.0,0.0,3480.0
8629,30,21 a 30,17500.0,Média-Alta,83,3,1,17500.0,0.0,6080.0
8630,32,31 a 45,17000.0,Média-Alta,89,1,2,13000.0,0.0,5990.0
8631,35,31 a 45,8500.0,Média,94,1,0,5300.0,0.0,3490.0
8632,42,31 a 45,18300.0,Média-Alta,98,3,1,18300.0,0.0,6470.0
8633,45,31 a 45,1800.0,Baixa,12,0,0,1800.0,0.0,660.0
8634,48,46 a 55,4800.0,Média-Baixa,18,0,1,4800.0,0.0,1620.0
8635,51,46 a 55,2200.0,Baixa,23,1,2,2200.0,0.0,890.0
8636,23,21 a 30,3900.0,Média-Baixa,28,0,0,3900.0,0.0,1450.0
8637,28,21 a 30,11500.0,Média-Alta,34,1,1,11500.0,0.0,3790.0
8638,30,21 a 30,3100.0,Média-Baixa,39,0,2,3100.0,0.0,1320.0
8639,32,31 a 45,1800.0,Baixa,12,0,0,1800.0,0.0,660.0
8640,35,31 a 45,4800.0,Média-Baixa,18,0,1,4800.0,0.0,1620.0
8641,42,31 a 45,2200.0,Baixa,23,1,2,2200.0,0.0,890.0
8642,45,31 a 45,3900.0,Média-Baixa,28,0,0,3900.0,0.0,1450.0
8643,48,46 a 55,11500.0,Média-Alta,34,1,1,11500.0,0.0,3790.0
8644,51,46 a 55,3100.0,Média-Baixa,39,0,2,3100.0,0.0,1320.0
8645,53,46 a 55,9800.0,Média,45,1,0,6800.0,0.0,3390.0
8646,55,46 a 55,24400.0,Alta,50,2,1,22000.0,0.0,7820.0
8647,57,Maior que 55,4500.0,Média-Baixa,56,0,2,4500.0,0.0,1910.0
8648,62,Maior que 55,9800.0,Média,61,0,0,9800.0,0.0,3550.0
8649,65,Maior que 55,15000.0,Média-Alta,67,2,1,15000.0,0.0,5170.0
8650,19,Até 20,6100.0,Média,72,0,2,6100.0,0.0,2550.0
8651,23,21 a 30,9000.0,Média,78,1,0,9000.0,0.0,3480.0
8652,25,21 a 30,17500.0,Média-Alta,83,3,1,17500.0,0.0,6080.0
8653,27,21 a 30,17000.0,Média-Alta,89,1,2,13000.0,0.0,5990.0
8654,28,21 a 30,8500.0,Média,94,1,0,5300.0,0.0,3490.0
8655,30,21 a 30,18300.0,Média-Alta,98,3,1,18300.0,0.0,6470.0
8656,32,31 a 45,1800.0,Baixa,12,0,0,1800.0,0.0,660.0
8657,35,31 a 45,4800.0,Média-Baixa,18,0,1,4800.0,0.0,1620.0
8658,42,31 a 45,2200.0,Baixa,23,1,2,2200.0,0.0,890.0
8659,45,31 a 45,3900.0,Média-Baixa,28,0,0,3900.0,0.0,1450.0
