CODIGO_CLIENTE,UF,IDADE,ESCOLARIDADE,ESTADO_CIVIL,QT_FILHOS,CASA_PROPRIA,QT_IMOVEIS,VL_IMOVEIS,OUTRA_RENDA,OUTRA_RENDA_VALOR,TEMPO_ULTIMO_EMPREGO_MESES,TRABALHANDO_ATUALMENTE,ULTIMO_SALARIO,QT_CARROS,VALOR_TABELA_CARROS,SCORE,DATA_UPLOAD,ARQUIVO_FONTE
9945,RJ,65,Superior Completo,Viuvo,1,Não,3,900000.0,Não,0.0,150,Não,18300.0,1,80000.0,98.0,2025-11-10T23:26:17.452Z,dados_credito.xlsx
9946,SP,19,Superior Cursando,Solteiro,0,Não,0,0.0,Não,0.0,8,Sim,1800.0,0,0.0,12.0,2025-11-10T23:26:17.452Z,dados_credito.xlsx
9947,MG,23,Superior Completo,Solteiro,1,Não,0,0.0,Não,0.0,9,Não,4800.0,1,50000.0,18.0,2025-11-10T23:26:17.452Z,dados_credito.xlsx
9948,SC,25,Segundo Grau Completo,Casado,0,Sim,1,220000.0,Não,0.0,18,Sim,2200.0,2,30000.0,23.0,2025-11-10T23:26:17.452Z,dados_credito.xlsx
9949,PR,27,Superior Cursando,Casado,1,Sim,0,0.0,Não,0.0,22,Não,3900.0,0,0.0,28.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
9950,RJ,28,Superior Completo,Divorciado,2,Não,1,370000.0,Não,0.0,30,Sim,11500.0,1,35000.0,34.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
9951,SP,30,Segundo Grau Completo,Divorciado,0,Não,0,0.0,Não,0.0,14,Sim,3100.0,2,40000.0,39.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
9952,MG,32,Superior Cursando,Solteiro,1,Sim,1,185000.0,Sim,3000.0,19,Sim,6800.0,0,0.0,45.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
9953,SC,35,Superior Completo,Solteiro,1,Sim,2,450000.0,Sim,2400.0,25,Sim,22000.0,1,150000.0,50.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
9954,PR,42,Segundo Grau Completo,Casado,0,Não,0,0.0,Não,0.0,48,Sim,4500.0,2,28000.0,56.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
9955,RJ,45,Superior Cursando,Casado,0,Não,0,0.0,Não,0.0,120,Não,9800.0,0,0.0,61.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
9956,SP,48,Superior Completo,Divorciado,2,Sim,2,600000.0,Não,0.0,15,Sim,15000.0,1,70000.0,67.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
9957,MG,51,Segundo Grau Completo,Divorciado,1,Sim,0,0.0,Não,0.0,80,Não,6100.0,2,48000.0,72.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
9958,SC,53,Superior Cursando,Casado,2,Não,1,280000.0,Não,0.0,12,Sim,9000.0,0,0.0,78.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
9959,PR,55,Superior Completo,Casado,2,Não,3,700000.0,Não,0.0,75,Não,17500.0,1,50000.0,83.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
9960,RJ,57,Segundo Grau Completo,Casado,3,Sim,1,340000.0,Sim,4000.0,90,Sim,13000.0,2,180000.0,89.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
9961,SP,62,Superior Cursando,Casado,3,Sim,1,450000.0,Sim,3200.0,93,Não,5300.0,0,0.0,94.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
9962,RJ,65,Superior Completo,Viuvo,1,Não,3,900000.0,Não,0.0,150,Não,18300.0,1,80000.0,98.0,2025-11-10T23:26:17.452Z,dados_credito.xlsx
9963,SP,19,Superior Cursando,Solteiro,0,Não,0,0.0,Não,0.0,8,Sim,1800.0,0,0.0,12.0,2025-11-10T23:26:17.452Z,dados_credito.xlsx
9964,MG,23,Superior Completo,Solteiro,1,Não,0,0.0,Não,0.0,9,Não,4800.0,1,50000.0,18.0,2025-11-10T23:26:17.452Z,dados_credito.xlsx
9965,SC,25,Segundo Grau Completo,Casado,0,Sim,1,220000.0,Não,0.0,18,Sim,2200.0,2,30000.0,23.0,2025-11-10T23:26:17.452Z,dados_credito.xlsx
9966,PR,27,Superior Cursando,Casado,1,Sim,0,0.0,Não,0.0,22,Não,3900.0,0,0.0,28.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
9967,RJ,28,Superior Completo,Divorciado,2,Não,1,370000.0,Não,0.0,30,Sim,11500.0,1,35000.0,34.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
9968,SP,30,Segundo Grau Completo,Divorciado,0,Não,0,0.0,Não,0.0,14,Sim,3100.0,2,40000.0,39.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
9969,MG,32,Superior Cursando,Solteiro,1,Sim,1,185000.0,Sim,3000.0,19,Sim,6800.0,0,0.0,45.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
9970,SC,35,Superior Completo,Solteiro,1,Sim,2,450000.0,Sim,2400.0,25,Sim,22000.0,1,150000.0,50.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
9971,PR,42,Segundo Grau Completo,Casado,0,Não,0,0.0,Não,0.0,48,Sim,4500.0,2,28000.0,56.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
9972,RJ,45,Superior Cursando,Casado,0,Não,0,0.0,Não,0.0,120,Não,9800.0,0,0.0,61.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
9973,SP,48,Superior Completo,Divorciado,2,Sim,2,600000.0,Não,0.0,15,Sim,15000.0,1,70000.0,67.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
9974,MG,51,Segundo Grau Completo,Divorciado,1,Sim,0,0.0,Não,0.0,80,Não,6100.0,2,48000.0,72.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
9975,SC,53,Superior Cursando,Casado,2,Não,1,280000.0,Não,0.0,12,Sim,9000.0,0,0.0,78.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
9976,PR,55,Superior Completo,Casado,2,Não,3,700000.0,Não,0.0,75,Não,17500.0,1,50000.0,83.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
9977,RJ,57,Segundo Grau Completo,Casado,3,Sim,1,340000.0,Sim,4000.0,90,Sim,13000.0,2,180000.0,89.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
9978,SP,62,Superior Cursando,Casado,3,Sim,1,450000.0,Sim,3200.0,93,Não,5300.0,0,0.0,94.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
9979,RJ,65,Superior Completo,Viuvo,1,Não,3,900000.0,Não,0.0,150,Não,18300.0,1,80000.0,98.0,2025-11-10T23:26:17.452Z,dados_credito.xlsx
9980,SP,19,Superior Cursando,Solteiro,0,Não,0,0.0,Não,0.0,8,Sim,1800.0,0,0.0,12.0,2025-11-10T23:26:17.452Z,dados_credito.xlsx
9981,MG,23,Superior Completo,Solteiro,1,Não,0,0.0,Não,0.0,9,Não,4800.0,1,50000.0,18.0,2025-11-10T23:26:17.452Z,dados_credito.xlsx
9982,SC,25,Segundo Grau Completo,Casado,0,Sim,1,220000.0,Não,0.0,18,Sim,2200.0,2,30000.0,23.0,2025-11-10T23:26:17.452Z,dados_credito.xlsx
9983,PR,27,Superior Cursando,Casado,1,Sim,0,0.0,Não,0.0,22,Não,3900.0,0,0.0,28.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
9984,RJ,28,Superior Completo,Divorciado,2,Não,1,370000.0,Não,0.0,30,Sim,11500.0,1,35000.0,34.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
9985,SP,30,Segundo Grau Completo,Divorciado,0,Não,0,0.0,Não,0.0,14,Sim,3100.0,2,40000.0,39.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
9986,MG,32,Superior Cursando,Solteiro,1,Sim,1,185000.0,Sim,3000.0,19,Sim,6800.0,0,0.0,45.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
9987,SC,35,Superior Completo,Solteiro,1,Sim,2,450000.0,Sim,2400.0,25,Sim,22000.0,1,150000.0,50.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
9988,PR,42,Segundo Grau Completo,Casado,0,Não,0,0.0,Não,0.0,48,Sim,4500.0,2,28000.0,56.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
9989,RJ,45,Superior Cursando,Casado,0,Não,0,0.0,Não,0.0,120,Não,9800.0,0,0.0,61.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
9990,SP,48,Superior Completo,Divorciado,2,Sim,2,600000.0,Não,0.0,15,Sim,15000.0,1,70000.0,67.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
9991,MG,51,Segundo Grau Completo,Divorciado,1,Sim,0,0.0,Não,0.0,80,Não,6100.0,2,48000.0,72.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
9992,SC,53,Superior Cursando,Casado,2,Não,1,280000.0,Não,0.0,12,Sim,9000.0,0,0.0,78.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
9993,PR,55,Superior Completo,Casado,2,Não,3,700000.0,Não,0.0,75,Não,17500.0,1,50000.0,83.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
9994,RJ,57,Segundo Grau Completo,Casado,3,Sim,1,340000.0,Sim,4000.0,90,Sim,13000.0,2,180000.0,89.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
9995,SP,62,Superior Cursando,Casado,3,Sim,1,450000.0,Sim,3200.0,93,Não,5300.0,0,0.0,94.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
9996,RJ,65,Superior Completo,Viuvo,1,Não,3,900000.0,Não,0.0,150,Não,18300.0,1,80000.0,98.0,2025-11-10T23:26:17.452Z,dados_credito.xlsx
9997,SP,19,Superior Cursando,Solteiro,0,Não,0,0.0,Não,0.0,8,Sim,1800.0,0,0.0,12.0,2025-11-10T23:26:17.452Z,dados_credito.xlsx
9998,MG,23,Superior Completo,Solteiro,1,Não,0,0.0,Não,0.0,9,Não,4800.0,1,50000.0,18.0,2025-11-10T23:26:17.452Z,dados_credito.xlsx
9999,SC,25,Segundo Grau Completo,Casado,0,Sim,1,220000.0,Não,0.0,18,Sim,2200.0,2,30000.0,23.0,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10000,PR,27,Superior Cursando,Casado,1,Sim,0,0.0,Não,0.0,22,Não,3900.0,0,0.0,28.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10001,RJ,28,Superior Completo,Divorciado,2,Não,1,370000.0,Não,0.0,30,Sim,11500.0,1,35000.0,34.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10002,SP,30,Segundo Grau Completo,Divorciado,0,Não,0,0.0,Não,0.0,14,Sim,3100.0,2,40000.0,39.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10003,MG,32,Superior Cursando,Solteiro,1,Sim,1,185000.0,Sim,3000.0,19,Sim,6800.0,0,0.0,45.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10004,SC,35,Superior Completo,Solteiro,1,Sim,2,450000.0,Sim,2400.0,25,Sim,22000.0,1,150000.0,50.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10005,PR,42,Segundo Grau Completo,Casado,0,Não,0,0.0,Não,0.0,48,Sim,4500.0,2,28000.0,56.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10006,RJ,45,Superior Cursando,Casado,0,Não,0,0.0,Não,0.0,120,Não,9800.0,0,0.0,61.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10007,SP,48,Superior Completo,Divorciado,2,Sim,2,600000.0,Não,0.0,15,Sim,15000.0,1,70000.0,67.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10008,MG,51,Segundo Grau Completo,Divorciado,1,Sim,0,0.0,Não,0.0,80,Não,6100.0,2,48000.0,72.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10009,SC,53,Superior Cursando,Casado,2,Não,1,280000.0,Não,0.0,12,Sim,9000.0,0,0.0,78.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10010,PR,55,Superior Completo,Casado,2,Não,3,700000.0,Não,0.0,75,Não,17500.0,1,50000.0,83.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10011,RJ,57,Segundo Grau Completo,Casado,3,Sim,1,340000.0,Sim,4000.0,90,Sim,13000.0,2,180000.0,89.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10012,SP,62,Superior Cursando,Casado,3,Sim,1,450000.0,Sim,3200.0,93,Não,5300.0,0,0.0,94.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10013,RJ,65,Superior Completo,Viuvo,1,Não,3,900000.0,Não,0.0,150,Não,18300.0,1,80000.0,98.0,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10014,SP,19,Superior Cursando,Solteiro,0,Não,0,0.0,Não,0.0,8,Sim,1800.0,0,0.0,12.0,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10015,MG,23,Superior Completo,Solteiro,1,Não,0,0.0,Não,0.0,9,Não,4800.0,1,50000.0,18.0,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10016,SC,25,Segundo Grau Completo,Casado,0,Sim,1,220000.0,Não,0.0,18,Sim,2200.0,2,30000.0,23.0,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10017,PR,27,Superior Cursando,Casado,1,Sim,0,0.0,Não,0.0,22,Não,3900.0,0,0.0,28.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10018,RJ,28,Superior Completo,Divorciado,2,Não,1,370000.0,Não,0.0,30,Sim,11500.0,1,35000.0,34.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10019,SP,30,Segundo Grau Completo,Divorciado,0,Não,0,0.0,Não,0.0,14,Sim,3100.0,2,40000.0,39.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10020,MG,32,Superior Cursando,Solteiro,1,Sim,1,185000.0,Sim,3000.0,19,Sim,6800.0,0,0.0,45.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10021,SC,35,Superior Completo,Solteiro,1,Sim,2,450000.0,Sim,2400.0,25,Sim,22000.0,1,150000.0,50.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10022,PR,42,Segundo Grau Completo,Casado,0,Não,0,0.0,Não,0.0,48,Sim,4500.0,2,28000.0,56.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10023,RJ,45,Superior Cursando,Casado,0,Não,0,0.0,Não,0.0,120,Não,9800.0,0,0.0,61.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10024,SP,48,Superior Completo,Divorciado,2,Sim,2,600000.0,Não,0.0,15,Sim,15000.0,1,70000.0,67.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10025,MG,51,Segundo Grau Completo,Divorciado,1,Sim,0,0.0,Não,0.0,80,Não,6100.0,2,48000.0,72.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10026,SC,53,Superior Cursando,Casado,2,Não,1,280000.0,Não,0.0,12,Sim,9000.0,0,0.0,78.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10027,PR,55,Superior Completo,Casado,2,Não,3,700000.0,Não,0.0,75,Não,17500.0,1,50000.0,83.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10028,RJ,57,Segundo Grau Completo,Casado,3,Sim,1,340000.0,Sim,4000.0,90,Sim,13000.0,2,180000.0,89.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10029,SP,62,Superior Cursando,Casado,3,Sim,1,450000.0,Sim,3200.0,93,Não,5300.0,0,0.0,94.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10030,RJ,65,Superior Completo,Viuvo,1,Não,3,900000.0,Não,0.0,150,Não,18300.0,1,80000.0,98.0,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10031,SP,19,Superior Cursando,Solteiro,0,Não,0,0.0,Não,0.0,8,Sim,1800.0,0,0.0,12.0,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10032,MG,23,Superior Completo,Solteiro,1,Não,0,0.0,Não,0.0,9,Não,4800.0,1,50000.0,18.0,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10033,SC,25,Segundo Grau Completo,Casado,0,Sim,1,220000.0,Não,0.0,18,Sim,2200.0,2,30000.0,23.0,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10034,PR,27,Superior Cursando,Casado,1,Sim,0,0.0,Não,0.0,22,Não,3900.0,0,0.0,28.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10035,RJ,28,Superior Completo,Divorciado,2,Não,1,370000.0,Não,0.0,30,Sim,11500.0,1,35000.0,34.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10036,SP,30,Segundo Grau Completo,Divorciado,0,Não,0,0.0,Não,0.0,14,Sim,3100.0,2,40000.0,39.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10037,MG,32,Superior Cursando,Solteiro,1,Sim,1,185000.0,Sim,3000.0,19,Sim,6800.0,0,0.0,45.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10038,SC,35,Superior Completo,Solteiro,1,Sim,2,450000.0,Sim,2400.0,25,Sim,22000.0,1,150000.0,50.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10039,PR,42,Segundo Grau Completo,Casado,0,Não,0,0.0,Não,0.0,48,Sim,4500.0,2,28000.0,56.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10040,RJ,45,Superior Cursando,Casado,0,Não,0,0.0,Não,0.0,120,Não,9800.0,0,0.0,61.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10041,SP,48,Superior Completo,Divorciado,2,Sim,2,600000.0,Não,0.0,15,Sim,15000.0,1,70000.0,67.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10042,MG,51,Segundo Grau Completo,Divorciado,1,Sim,0,0.0,Não,0.0,80,Não,6100.0,2,48000.0,72.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10043,SC,53,Superior Cursando,Casado,2,Não,1,280000.0,Não,0.0,12,Sim,9000.0,0,0.0,78.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10044,PR,55,Superior Completo,Casado,2,Não,3,700000.0,Não,0.0,75,Não,17500.0,1,50000.0,83.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10045,RJ,57,Segundo Grau Completo,Casado,3,Sim,1,340000.0,Sim,4000.0,90,Sim,13000.0,2,180000.0,89.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10046,SP,62,Superior Cursando,Casado,3,Sim,1,450000.0,Sim,3200.0,93,Não,5300.0,0,0.0,94.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10047,RJ,65,Superior Completo,Viuvo,1,Não,3,900000.0,Não,0.0,150,Não,18300.0,1,80000.0,98.0,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10048,SP,19,Superior Cursando,Solteiro,0,Não,0,0.0,Não,0.0,8,Sim,1800.0,0,0.0,12.0,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10049,MG,23,Superior Completo,Solteiro,1,Não,0,0.0,Não,0.0,9,Não,4800.0,1,50000.0,18.0,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10050,SC,25,Segundo Grau Completo,Casado,0,Sim,1,220000.0,Não,0.0,18,Sim,2200.0,2,30000.0,23.0,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10051,PR,27,Superior Cursando,Casado,1,Sim,0,0.0,Não,0.0,22,Não,3900.0,0,0.0,28.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10052,RJ,28,Superior Completo,Divorciado,2,Não,1,370000.0,Não,0.0,30,Sim,11500.0,1,35000.0,34.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10053,SP,30,Segundo Grau Completo,Divorciado,0,Não,0,0.0,Não,0.0,14,Sim,3100.0,2,40000.0,39.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10054,MG,32,Superior Cursando,Solteiro,1,Sim,1,185000.0,Sim,3000.0,19,Sim,6800.0,0,0.0,45.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10055,SC,35,Superior Completo,Solteiro,1,Não,0,0.0,Não,0.0,8,Sim,1800.0,0,0.0,12.0,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10056,PR,42,Segundo Grau Completo,Casado,0,Não,0,0.0,Não,0.0,9,Não,4800.0,1,50000.0,18.0,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10057,RJ,45,Superior Cursando,Casado,0,Sim,1,220000.0,Não,0.0,18,Sim,2200.0,2,30000.0,23.0,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10058,SP,48,Superior Completo,Divorciado,2,Sim,0,0.0,Não,0.0,22,Não,3900.0,0,0.0,28.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10059,MG,51,Segundo Grau Completo,Divorciado,1,Não,1,370000.0,Não,0.0,30,Sim,11500.0,1,35000.0,34.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10060,SC,53,Superior Cursando,Casado,2,Não,0,0.0,Não,0.0,14,Sim,3100.0,2,40000.0,39.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10061,PR,55,Superior Completo,Casado,2,Sim,1,185000.0,Sim,3000.0,19,Sim,6800.0,0,0.0,45.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10062,RJ,57,Segundo Grau Completo,Casado,3,Sim,2,450000.0,Sim,2400.0,25,Sim,22000.0,1,150000.0,50.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10063,SP,62,Superior Cursando,Casado,3,Não,0,0.0,Não,0.0,48,Sim,4500.0,2,28000.0,56.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10064,RJ,65,Superior Completo,Viuvo,1,Não,0,0.0,Não,0.0,120,Não,9800.0,0,0.0,61.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10065,SP,19,Superior Cursando,Solteiro,0,Sim,2,600000.0,Não,0.0,15,Sim,15000.0,1,70000.0,67.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10066,MG,23,Superior Completo,Solteiro,1,Sim,0,0.0,Não,0.0,80,Não,6100.0,2,48000.0,72.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10067,SC,25,Segundo Grau Completo,Casado,0,Não,1,280000.0,Não,0.0,12,Sim,9000.0,0,0.0,78.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10068,PR,42,Superior Cursando,Casado,1,Não,3,700000.0,Não,0.0,75,Não,17500.0,1,50000.0,83.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10069,RJ,28,Superior Completo,Divorciado,2,Sim,1,340000.0,Sim,4000.0,90,Sim,13000.0,2,180000.0,89.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10070,SP,30,Segundo Grau Completo,Divorciado,0,Sim,1,450000.0,Sim,3200.0,93,Não,5300.0,0,0.0,94.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10071,MG,32,Superior Cursando,Solteiro,1,Não,3,900000.0,Não,0.0,150,Não,18300.0,1,80000.0,98.0,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10072,SC,35,Superior Completo,Solteiro,1,Não,0,0.0,Não,0.0,8,Sim,1800.0,0,0.0,12.0,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10073,PR,42,Segundo Grau Completo,Casado,0,Não,0,0.0,Não,0.0,9,Não,4800.0,1,50000.0,18.0,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10074,RJ,45,Superior Cursando,Casado,0,Sim,1,220000.0,Não,0.0,18,Sim,2200.0,2,30000.0,23.0,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10075,SP,48,Superior Completo,Divorciado,2,Sim,0,0.0,Não,0.0,22,Não,3900.0,0,0.0,28.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10076,MG,51,Segundo Grau Completo,Divorciado,1,Não,1,370000.0,Não,0.0,30,Sim,11500.0,1,35000.0,34.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10077,SC,53,Superior Cursando,Casado,2,Não,0,0.0,Não,0.0,14,Sim,3100.0,2,40000.0,39.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10078,PR,55,Superior Completo,Casado,2,Sim,1,185000.0,Sim,3000.0,19,Sim,6800.0,0,0.0,45.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10079,RJ,57,Segundo Grau Completo,Casado,3,Não,0,0.0,Não,0.0,8,Sim,1800.0,0,0.0,12.0,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10080,SP,62,Superior Cursando,Casado,3,Não,0,0.0,Não,0.0,9,Não,4800.0,1,50000.0,18.0,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10081,RJ,65,Superior Completo,Viuvo,1,Sim,1,220000.0,Não,0.0,18,Sim,2200.0,2,30000.0,23.0,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10082,SP,19,Superior Cursando,Solteiro,0,Sim,0,0.0,Não,0.0,22,Não,3900.0,0,0.0,28.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10083,MG,23,Superior Completo,Solteiro,1,Não,1,370000.0,Não,0.0,30,Sim,11500.0,1,35000.0,34.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10084,SC,25,Segundo Grau Completo,Casado,0,Não,0,0.0,Não,0.0,14,Sim,3100.0,2,40000.0,39.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10085,PR,27,Superior Cursando,Casado,1,Sim,1,185000.0,Sim,3000.0,19,Sim,6800.0,0,0.0,45.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10086,RJ,28,Superior Completo,Divorciado,2,Sim,2,450000.0,Sim,2400.0,25,Sim,22000.0,1,150000.0,50.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10087,SP,30,Segundo Grau Completo,Divorciado,0,Não,0,0.0,Não,0.0,48,Sim,4500.0,2,28000.0,56.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10088,MG,32,Superior Cursando,Solteiro,1,Não,0,0.0,Não,0.0,120,Não,9800.0,0,0.0,61.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10089,SC,35,Superior Completo,Solteiro,1,Sim,2,600000.0,Não,0.0,15,Sim,15000.0,1,70000.0,67.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10090,PR,42,Segundo Grau Completo,Casado,0,Sim,0,0.0,Não,0.0,80,Não,6100.0,2,48000.0,72.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
10091,RJ,45,Superior Cursando,Casado,0,Não,1,280000.0,Não,0.0,12,Sim,9000.0,0,0.0,78.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
